price,location,bedroom,bathroom,garage,floorSize,propertyType
12495000.0,Oranjezicht,4.0,4.0,5.0,842.0,House
3150000.0,Vredehoek,2.0,1.0,1.0,227.0,House
3695000.0,Tamboerskloof,2.0,1.0,2.0,80.0,Apartment
3395000.0,Observatory,3.0,1.0,1.0,389.0,House
1350000.0,Muizenberg,2.0,1.0,1.0,56.0,Apartment
4795000.0,Rondebosch,4.0,3.0,4.0,644.0,House
750000.0,Pinelands,1.0,1.0,,38.0,Apartment
4795000.0,Tokai,3.0,2.0,5.0,901.0,House
15995000.0,Camps Bay,2.0,2.5,2.0,300.0,Apartment
1590000.0,Rosebank,2.0,1.0,,41.0,Apartment
10995000.0,Higgovale,3.0,3.5,2.0,255.0,Townhouse
2495000.0,Pinelands,4.0,2.0,1.0,334.0,House
1250000.0,Tamboerskloof,1.0,1.0,1.0,28.0,Apartment
4250000.0,Rondebosch,4.0,3.0,4.0,695.0,House
1025000.0,Pinelands,2.0,1.0,1.0,60.0,Apartment
995000.0,Pinelands,2.0,1.0,1.0,54.0,Apartment
12000000.0,Bantry Bay,2.0,2.0,1.0,143.0,Apartment
4850000.0,Harfield Village,3.0,3.0,3.0,391.0,House
10900000.0,Newlands,4.0,3.0,3.0,,House
4495000.0,Three Anchor Bay,3.0,2.0,1.0,114.0,Apartment
4350000.0,Oranjezicht,3.0,2.0,2.0,110.0,Apartment
1395000.0,Cape Town City Centre,1.0,1.0,1.0,45.0,Apartment
1295000.0,Muizenberg,1.0,1.0,1.0,60.0,Apartment
4000000.0,Oranjezicht,2.0,2.0,,169.0,House
4495000.0,Sea Point,3.0,2.0,1.0,117.0,Apartment
1550000.0,Cape Town City Centre,2.0,1.0,1.0,73.0,Apartment
3995000.0,Sea Point,2.0,1.0,1.0,84.0,Apartment
8950000.0,Camps Bay,3.0,2.5,2.0,159.0,Apartment
2350000.0,Green Point,2.0,1.0,1.0,85.0,Apartment
3195000.0,Diep River,4.0,3.0,2.0,648.0,House
1895000.0,Claremont,2.0,1.0,1.0,82.0,Apartment
2995000.0,Sea Point,2.0,1.5,1.0,94.0,Apartment
6200000.0,Bantry Bay,3.0,2.5,2.0,156.0,Apartment
1390000.0,Cape Town City Centre,0.5,1.0,1.0,33.0,Apartment
26995000.0,Bakoven,8.0,9.0,2.0,833.0,House
1495000.0,Woodstock,2.0,1.0,,67.0,Apartment
2950000.0,Three Anchor Bay,2.0,1.0,1.0,87.0,Apartment
2495000.0,Cape Town City Centre,1.0,1.5,1.0,91.0,Apartment
1795000.0,Sea Point,1.0,1.0,,46.0,Apartment
7500000.0,Constantia,4.0,3.0,4.0,,House
1150000.0,Observatory,1.0,1.0,1.0,40.0,Apartment
2755000.0,Plumstead,4.0,3.0,4.0,498.0,House
2490000.0,Bo Kaap,1.0,1.0,1.0,43.0,House
2249999.0,Green Point,2.0,1.0,,77.0,Apartment
1495000.0,Tokai,1.0,1.5,2.0,66.0,Apartment
37950000.0,Waterfront,3.0,3.0,2.0,296.0,Apartment
1595000.0,Sea Point,0.5,1.0,,37.0,Apartment
1795000.0,Tamboerskloof,1.0,1.0,1.0,46.0,Apartment
2050000.0,Sea Point,1.0,1.0,,57.0,Apartment
1395000.0,Cape Town City Centre,1.0,1.0,,49.0,Apartment
8995000.0,Green Point,2.0,2.0,2.0,141.0,Apartment
850000.0,Diep River,1.0,1.0,,44.0,Apartment
1600000.0,Montana,3.0,2.0,1.0,600.0,House
2995000.0,Wynberg Upper,3.0,2.0,2.0,280.0,House
1820000.0,Gardens,1.0,1.0,1.0,54.0,Apartment
1400000.0,Cape Town City Centre,0.5,1.0,1.0,43.0,Apartment
14900000.0,Camps Bay,4.0,3.0,3.0,595.0,House
2395000.0,Lakeside,3.0,3.0,1.0,175.0,Townhouse
1275000.0,Claremont,0.5,1.0,1.0,42.0,Apartment
3000000.0,Green Point,1.0,1.0,,68.0,Apartment
2850000.0,Cape Town City Centre,2.0,2.0,1.0,92.0,Apartment
10995000.0,Steenberg Golf Estate,4.0,3.5,4.0,600.0,House
1095000.0,Diep River,1.0,1.0,1.0,52.0,Apartment
2220000.0,Sea Point,2.0,1.0,1.0,74.0,Apartment
1800000.0,Woodstock,2.0,1.0,1.0,146.0,House
3750000.0,Cape Town City Centre,2.0,2.0,1.0,138.0,Apartment
5495000.0,Claremont Upper,5.0,3.5,2.0,,Townhouse
5000000.0,Claremont Upper,4.0,3.5,2.0,,Townhouse
3950000.0,Sea Point,2.0,1.0,1.0,197.0,Apartment
3895000.0,Sea Point,2.0,2.0,,100.0,Apartment
1499000.0,Kenilworth,2.0,1.0,1.0,80.0,Apartment
1890000.0,Cape Town City Centre,0.5,1.0,1.0,40.0,Apartment
4495000.0,Newlands,2.0,2.0,2.0,367.0,House
1695000.0,Sea Point,0.5,1.0,1.0,45.0,Apartment
8250000.0,Mouille Point,3.0,2.0,2.0,133.0,Apartment
4300000.0,Gardens,2.0,3.0,2.0,103.0,Apartment
2250000.0,Vredehoek,2.0,1.0,,69.0,Apartment
1300000.0,Cape Town City Centre,1.0,1.0,,42.0,Apartment
2495000.0,Plumstead,3.0,1.0,15.0,459.0,House
1600000.0,Vredehoek,1.0,1.0,1.0,46.0,Apartment
4500000.0,Sea Point,2.0,2.0,1.0,85.0,Apartment
5250000.0,Rondebosch,5.0,3.0,2.0,,House
2300000.0,Claremont Upper,2.0,2.0,1.0,113.0,Apartment
2995000.0,Marina Da Gama,3.0,3.0,6.0,780.0,House
4750000.0,Foreshore,2.0,2.0,2.0,141.0,Apartment
6999000.0,Cape Town City Centre,3.0,3.0,2.0,297.0,Apartment
4200000.0,Sea Point,3.0,2.0,1.0,138.0,Townhouse
4495000.0,Kenilworth Upper,3.0,2.0,4.0,138.0,Apartment
14950000.0,Constantia,4.0,5.5,4.0,,House
24500000.0,Camps Bay,4.0,4.0,4.0,351.0,House
3350000.0,Constantia,3.0,2.0,3.0,306.0,Townhouse
1195000.0,Lakeside,1.0,1.0,2.0,43.0,Apartment
1679000.0,Woodstock,1.0,1.0,1.0,50.0,Apartment
2850000.0,Kenwyn,4.0,2.0,4.0,634.0,House
4250000.0,Rondebosch,3.0,2.0,2.0,308.0,House
995000.0,Zonnebloem,1.0,,1.0,41.0,Apartment
9950000.0,Stonehurst Mountain Estate,4.0,3.5,5.0,,House
2850000.0,Cape Town City Centre,1.0,1.0,1.0,77.0,Apartment
2400000.0,Claremont Upper,1.0,1.0,1.0,61.0,Apartment
2795000.0,Lakeside,4.0,2.0,2.0,496.0,House
2350000.0,Tamboerskloof,1.0,1.0,1.0,67.0,Apartment
1799000.0,Sea Point,1.0,1.0,,59.0,Apartment
11450000.0,Cape Town City Centre,3.0,3.0,2.0,170.0,Apartment
11900000.0,Camps Bay,6.0,6.0,5.0,837.0,House
4200000.0,Claremont Upper,3.0,1.0,1.0,555.0,House
5995000.0,Rosebank,4.0,2.0,2.0,509.0,House
1495000.0,Rondebosch,1.0,1.0,1.0,61.0,Apartment
2895000.0,Plumstead,2.0,2.0,,102.0,Apartment
1750000.0,Muizenberg,3.0,1.0,2.0,90.0,Apartment
2995000.0,Claremont Upper,2.0,2.0,,84.0,Apartment
4300000.0,Rondebosch,6.0,4.0,2.0,372.0,House
4750000.0,Mouille Point,2.0,2.0,1.0,78.0,Apartment
2950000.0,Three Anchor Bay,3.0,1.0,1.0,112.0,Apartment
3170000.0,Sybrand Park,4.0,4.0,4.0,594.0,House
2595000.0,De Waterkant,1.0,1.0,1.0,55.0,Apartment
4690000.0,Tamboerskloof,2.0,1.0,,91.0,House
1195000.0,Claremont Upper,1.0,1.0,1.0,,Apartment
2195000.0,Plumstead,3.0,2.0,5.0,394.0,House
1595000.0,Cape Town City Centre,0.5,1.0,1.0,43.0,Apartment
1350000.0,Mowbray,1.0,1.0,1.0,40.0,Apartment
5595000.0,Newlands,3.0,2.0,2.0,625.0,House
16750000.0,Zwaanswyk,4.0,3.5,5.0,,House
9950000.0,Mouille Point,2.0,2.0,2.0,116.0,Apartment
1999000.0,Woodstock,1.0,1.0,,54.0,Apartment
2200000.0,Sunnyside,3.0,1.5,,385.0,House
2350000.0,Observatory,2.0,1.0,1.0,175.0,House
2550000.0,Green Point,2.0,2.0,2.0,54.0,Townhouse
2750000.0,Cape Town City Centre,2.0,2.0,1.0,,Apartment
11900000.0,Constantia,4.0,3.0,4.0,,House
1950000.0,Ottery,3.0,1.5,5.0,480.0,House
3495000.0,Kenilworth,4.0,2.0,,669.0,House
14900000.0,Silwersteen Estate,4.0,4.5,6.0,,House
39950000.0,Camps Bay,6.0,7.5,2.0,,House
2195000.0,Sea Point,2.0,2.0,,88.0,Apartment
901320.0,Diep River,1.0,1.0,1.0,42.0,Apartment
7500000.0,Devils Peak Estate,4.0,3.5,6.0,518.0,House
3700000.0,De Waterkant,2.0,2.0,1.0,74.0,Apartment
3200000.0,Claremont,3.0,1.5,2.0,240.0,House
8700000.0,Oranjezicht,6.0,6.0,2.0,408.0,House
1995000.0,Mouille Point,1.0,1.0,,55.0,Apartment
7900000.0,Mouille Point,3.0,2.0,1.0,127.0,Apartment
1395000.0,Muizenberg,3.0,2.0,3.0,79.0,Apartment
2790000.0,Vredehoek,2.0,1.5,1.0,73.0,Apartment
11995000.0,Green Point,5.0,5.5,4.0,571.0,House
1199000.0,Cape Town City Centre,0.5,1.0,1.0,37.0,Apartment
1885000.0,Observatory,2.0,2.0,1.0,65.0,Apartment
2270000.0,De Waterkant,1.0,1.0,1.0,45.0,Apartment
3400000.0,Zonnebloem,3.0,2.5,2.0,104.0,House
5995000.0,Vredehoek,4.0,2.0,2.0,207.0,House
4850000.0,Rondebosch,7.0,3.0,4.0,404.0,House
2395000.0,Woodstock,2.0,2.0,1.0,88.0,Apartment
2350000.0,Penlyn Estate,6.0,2.0,4.0,496.0,House
1199000.0,Rosebank,1.0,1.0,1.0,,Apartment
3645000.0,Claremont Upper,2.0,1.0,2.0,193.0,House
1695000.0,Plumstead,2.0,1.0,1.0,74.0,Apartment
899999.0,Grassy Park,2.0,1.0,1.0,50.0,Apartment
2700000.0,Observatory,2.0,2.0,1.0,86.0,Apartment
1395000.0,Observatory,1.0,1.0,1.0,,Apartment
3495000.0,Claremont,2.0,2.0,2.0,310.0,House
2200000.0,Sea Point,1.0,1.0,1.0,63.0,Apartment
2590000.0,Oranjezicht,2.0,1.0,1.0,76.0,Apartment
6250000.0,Newlands,2.0,2.5,2.0,203.0,House
6950000.0,Kenilworth Upper,5.0,3.0,4.0,911.0,House
1695000.0,Ottery,3.0,1.5,2.0,237.0,House
14995000.0,Waterfront,2.0,2.0,2.0,131.0,Apartment
1550000.0,Bishop Lavis,5.0,4.0,2.0,482.0,House
16500000.0,Constantia,3.0,3.0,2.0,866.0,House
2195000.0,Observatory,3.0,1.0,2.0,191.0,House
5875000.0,Claremont Upper,4.0,4.0,4.0,542.0,House
1950000.0,Cape Town City Centre,2.0,2.0,1.0,77.0,Apartment
5250000.0,Newlands,5.0,5.0,3.0,481.0,House
14000000.0,Constantia,4.0,4.0,6.0,,House
7795000.0,De Waterkant,2.0,2.0,2.0,98.0,House
1795000.0,Diep River,2.0,1.0,1.0,80.0,Townhouse
2950000.0,Gardens,2.0,1.0,1.0,70.0,Apartment
14990000.0,Fresnaye,6.0,6.0,1.0,456.0,House
41400000.0,Waterfront,3.0,3.0,,216.0,Apartment
2200000.0,Cape Town City Centre,1.0,1.0,,52.0,Apartment
1345000.0,Cape Town City Centre,,1.0,1.0,30.0,Apartment
7900000.0,Green Point,3.0,3.5,2.0,511.0,House
2950000.0,Lakeside,3.0,2.0,1.0,301.0,House
2450000.0,Sea Point,2.0,1.0,,72.0,Apartment
1350000.0,Plumstead,2.0,1.5,1.0,81.0,Apartment
795000.0,Southfield,1.0,1.0,1.0,67.0,Apartment
3995000.0,Vredehoek,3.0,1.0,2.0,229.0,House
2395000.0,Heathfield,4.0,1.0,4.0,595.0,House
6990000.0,Walmer Estate,6.0,6.0,1.0,322.0,House
2495000.0,Meadowridge,3.0,2.5,1.0,135.0,Townhouse
850000.0,Grassy Park,2.0,1.0,1.0,70.0,House
3195000.0,Sea Point,3.0,1.5,1.0,120.0,Apartment
1175000.0,Kensington,3.0,1.0,4.0,248.0,House
3600000.0,Green Point,2.0,1.0,1.0,97.0,Apartment
23000000.0,Green Point,4.0,6.0,2.0,545.0,House
1985000.0,Rondebosch,1.0,1.0,1.0,78.0,Apartment
8500000.0,Newlands,4.0,3.0,6.0,570.0,House
6300000.0,Sea Point,2.0,2.0,2.0,97.0,Apartment
3500000.0,De Waterkant,1.0,1.0,1.0,70.0,Apartment
1450000.0,Plumstead,2.0,2.0,2.0,65.0,Apartment
7495000.0,Fresnaye,3.0,2.0,3.0,153.0,Apartment
3500000.0,Gardens,2.0,2.0,2.0,80.0,Apartment
2995000.0,Woodstock,2.0,1.0,1.0,144.0,House
5000000.0,Newlands,3.0,2.0,2.0,311.0,House
1395000.0,Green Point,,1.0,1.0,36.0,Apartment
1200000.0,Heathfield,2.0,1.0,1.0,52.0,Apartment
18380000.0,Llandudno,7.0,5.0,2.0,,House
2175000.0,Observatory,2.0,1.0,2.0,206.0,House
995000.0,Hanover Park,5.0,2.0,4.0,256.0,House
1495000.0,Woodstock,,1.0,1.0,61.0,Apartment
2295000.0,Observatory,2.0,2.0,1.0,56.0,Apartment
3200000.0,Observatory,2.0,2.0,1.0,66.0,Apartment
1495000.0,Wynberg Upper,2.0,1.5,1.0,77.0,Apartment
1750000.0,Cape Town City Centre,1.0,2.0,1.0,69.0,Apartment
995000.0,Rondebosch,,1.0,1.0,33.0,Apartment
1870000.0,Cape Town City Centre,1.0,1.0,1.0,51.0,Apartment
4200000.0,Cape Town City Centre,2.0,2.0,1.0,140.0,Apartment
8400000.0,Cape Town City Centre,4.0,4.0,2.0,280.0,Apartment
2500000.0,Three Anchor Bay,2.0,1.5,,79.0,Apartment
695000.0,Pelican Park,2.0,1.0,6.0,150.0,House
10700000.0,Constantia,5.0,5.5,2.0,,House
870000.0,Thornton,2.0,1.0,1.0,58.0,Apartment
4995000.0,University Estate,7.0,5.0,8.0,512.0,House
5900000.0,Claremont,4.0,4.0,,714.0,House
3995000.0,Vredehoek,2.0,2.0,2.0,94.0,Apartment
2500000.0,Cape Town City Centre,1.0,1.0,1.0,50.0,Apartment
2495000.0,Claremont Upper,2.0,1.5,1.0,94.0,Apartment
5850000.0,Claremont Upper,3.0,2.0,3.0,496.0,House
22950000.0,Camps Bay,4.0,4.5,2.0,527.0,Townhouse
19999999.0,Green Point,12.0,12.0,1.0,,Townhouse
4750000.0,Cape Town City Centre,1.0,1.0,2.0,240.0,Apartment
2195000.0,Sea Point,,1.0,1.0,52.0,Apartment
2595000.0,Gardens,3.0,1.5,,121.0,Apartment
1250000.0,Wynberg Upper,1.0,1.0,1.0,56.0,Apartment
950000.0,Muizenberg,1.0,1.0,1.0,61.0,Apartment
1250000.0,Heathfield,2.0,1.0,1.0,85.0,Apartment
8495000.0,Newlands,3.0,3.0,2.0,464.0,House
5000000.0,Sea Point,3.0,3.0,2.0,92.0,Apartment
1695000.0,Zonnebloem,2.0,1.0,2.0,63.0,Apartment
6500000.0,Green Point,2.0,2.0,2.0,112.0,Apartment
1600000.0,Cape Town City Centre,1.0,1.0,1.0,43.0,Apartment
1400000.0,Mouille Point,0.5,1.0,,36.0,Apartment
1320000.0,Plumstead,1.0,1.0,1.0,55.0,Apartment
3999000.0,Woodstock,2.0,2.0,1.0,92.0,Apartment
1950000.0,Pinati,3.0,2.0,1.0,595.0,House
2250000.0,Green Point,1.0,1.0,2.0,75.0,Apartment
1300000.0,Montevideo,5.0,3.0,6.0,504.0,House
1495000.0,Harfield Village,2.0,1.5,1.0,77.0,Apartment
3600000.0,Rondebosch East,4.0,3.0,5.0,509.0,House
2450000.0,Silvertown,6.0,2.0,2.0,272.0,House
1200000.0,Claremont,2.0,1.5,,79.0,Apartment
1890000.0,Oranjezicht,1.0,1.0,1.0,49.0,Apartment
2395000.0,Vredehoek,2.0,2.0,1.0,79.0,Apartment
1495000.0,Rondebosch,1.0,1.0,1.0,59.0,Apartment
2000000.0,Grassy Park,5.0,2.0,3.0,,House
1950000.0,Observatory,2.0,1.0,,118.0,House
3450000.0,Woodstock,2.0,1.0,1.0,450.0,House
29995000.0,Constantia,6.0,6.0,2.0,,House
3700000.0,Sea Point,2.0,2.0,2.0,89.0,Apartment
750000.0,Maitland,2.0,1.0,1.0,75.0,Apartment
2950000.0,Sea Point,2.0,1.0,,100.0,Apartment
1895000.0,Gardens,1.0,1.0,1.0,89.0,Apartment
1980000.0,Rosebank,2.0,1.0,1.0,71.0,Apartment
8900000.0,Newlands,4.0,3.5,4.0,874.0,House
5950000.0,Vredehoek,2.0,1.0,1.0,394.0,House
1530000.0,Gardens,1.0,1.0,1.0,41.0,Apartment
2595000.0,Cape Town City Centre,2.0,2.0,1.0,89.0,Apartment
4000000.0,Wynberg Upper,3.0,2.0,2.0,96.0,House
4495000.0,Constantia,3.0,3.0,2.0,279.0,House
7995000.0,Camps Bay,2.0,3.0,1.0,214.0,Apartment
1625000.0,Pinelands,2.0,1.0,1.0,98.0,Apartment
17995000.0,Bantry Bay,2.0,2.5,2.0,118.0,Apartment
3900000.0,Rondebosch,3.0,3.0,1.0,527.0,House
1595000.0,Montana,3.0,2.0,4.0,552.0,House
2800000.0,Gardens,2.0,1.0,1.0,79.0,Apartment
3495000.0,Bergvliet,2.0,2.0,2.0,347.0,House
1595000.0,Wynberg,2.0,1.0,2.0,72.0,Apartment
3395000.0,Observatory,4.0,2.5,4.0,184.0,House
4495000.0,Claremont Upper,4.0,2.0,1.0,320.0,House
1270000.0,Observatory,2.0,1.0,1.0,38.0,Apartment
2790000.0,Cape Town City Centre,2.0,1.0,2.0,90.0,Apartment
2350000.0,Sea Point,1.0,1.0,1.0,53.0,Apartment
1200000.0,Rosebank,2.0,1.0,1.0,57.0,Apartment
3750000.0,Sea Point,2.0,1.0,1.0,,Apartment
2200000.0,Oranjezicht,2.0,1.0,,65.0,Apartment
2900000.0,Kenilworth,3.0,2.0,1.0,497.0,House
21950000.0,Camps Bay,3.0,3.0,2.0,235.0,Apartment
1290000.0,Oranjezicht,1.0,1.0,1.0,30.0,Apartment
1899999.0,Salt River,1.0,1.0,,126.0,House
2350000.0,Newlands,2.0,1.0,1.0,89.0,Apartment
2500000.0,Kenilworth Upper,2.0,1.5,1.0,125.0,Apartment
5350000.0,Tamboerskloof,2.0,2.5,1.0,191.0,House
6999000.0,Constantia,4.0,2.0,4.0,,House
5995000.0,Rondebosch,4.0,5.0,1.0,599.0,House
1390000.0,Sea Point,0.5,0.5,,26.0,Apartment
3200000.0,Sea Point,2.0,1.0,,78.0,Apartment
4600000.0,Constantia,3.0,2.0,3.0,,House
845000.0,Mowbray,0.5,1.0,,34.0,Apartment
850000.0,Lotus River,2.0,1.0,3.0,98.0,House
3800000.0,Kirstenhof,5.0,5.0,4.0,756.0,House
1250000.0,Kenilworth Upper,1.0,1.0,1.0,56.0,Apartment
835000.0,Wynberg Upper,1.0,1.0,1.0,42.0,Apartment
5850000.0,Sea Point,2.0,2.5,1.0,210.0,House
7995000.0,Tamboerskloof,3.0,2.0,2.0,367.0,House
2309000.0,Cape Town City Centre,1.0,1.0,,44.0,Apartment
3599000.0,Wynberg Upper,3.0,3.5,1.0,182.0,Townhouse
2650000.0,Diep River,3.0,2.5,5.0,381.0,House
9900000.0,Lakeside,16.0,15.0,5.0,929.0,House
1850000.0,Cape Town City Centre,1.0,1.0,1.0,50.0,Apartment
4590000.0,Constantia,4.0,4.5,4.0,,House
4395000.0,Bergvliet,3.0,2.0,5.0,,House
1750000.0,Ottery,3.0,1.0,4.0,262.0,House
700000.0,Belhar,2.0,1.0,,273.0,House
2599000.0,Harfield Village,3.0,1.0,1.0,202.0,House
5999000.0,Sea Point,2.0,2.0,2.0,120.0,Apartment
1490000.0,Woodstock,4.0,1.0,,130.0,House
1895000.0,Cape Town City Centre,2.0,2.0,,56.0,Apartment
7200000.0,De Waterkant,2.0,2.0,2.0,129.0,Apartment
7700000.0,Tamboerskloof,3.0,2.5,1.0,178.0,Apartment
2050000.0,Salt River,2.0,2.0,1.0,89.0,Apartment
1850000.0,Cape Town City Centre,2.0,2.0,1.0,56.0,Apartment
11900000.0,Constantia,4.0,3.5,4.0,,House
7900000.0,Sea Point,2.0,3.0,,148.0,Apartment
875000.0,Diep River,1.0,1.0,1.0,46.0,Apartment
995000.0,Pinelands,2.0,1.0,1.0,50.0,Apartment
7995000.0,Kenilworth Upper,4.0,3.0,5.0,,House
2995000.0,Cape Town City Centre,2.0,2.5,1.0,106.0,Apartment
5590000.0,Sea Point,2.0,1.5,1.0,102.0,Apartment
1895000.0,Sea Point,1.0,1.0,,43.0,Apartment
1685000.0,Rondebosch,3.0,2.0,1.0,,Apartment
3595000.0,Observatory,2.0,2.0,2.0,372.0,House
2150000.0,Green Point,1.0,1.0,,45.0,Apartment
1195000.0,Wynberg,3.0,2.0,2.0,109.0,Townhouse
2450000.0,Woodstock,2.0,1.0,,107.0,House
1699000.0,Claremont,2.0,1.0,1.0,86.0,Apartment
8800000.0,Constantia,4.0,3.0,10.0,,House
2100000.0,Salt River,3.0,1.0,,260.0,House
13595000.0,Constantia,3.0,3.0,2.0,814.4,House
2850000.0,Rondebosch,2.0,2.0,1.0,71.0,Apartment
3999950.0,De Waterkant,2.0,2.0,2.0,100.0,Apartment
1950000.0,Cape Town City Centre,,1.0,1.0,43.0,Apartment
950000.0,Costa Da Gama,1.0,1.0,1.0,61.0,Apartment
3900000.0,Sea Point,2.0,2.0,1.0,105.0,Apartment
1849000.0,Pinati,3.0,1.0,2.0,535.0,House
3825000.0,Tokai,4.0,2.0,2.0,660.0,House
9350000.0,Silvertree Estate,4.0,3.5,4.0,604.0,House
1599000.0,Claremont,1.0,,1.0,53.0,Apartment
3250000.0,Kenilworth Upper,3.0,2.0,1.0,163.0,Apartment
2450000.0,Claremont Upper,2.0,2.0,1.0,77.0,Apartment
2350000.0,Diep River,3.0,2.0,4.0,223.0,House
2999000.0,Cape Town City Centre,2.0,2.0,2.0,73.0,Apartment
28000000.0,Cape Town City Centre,3.0,3.0,2.0,440.0,Apartment
92500000.0,Bantry Bay,5.0,5.0,8.0,,House
2300000.0,Wynberg Upper,3.0,2.0,3.0,126.0,Townhouse
8995000.0,Green Point,4.0,3.0,2.0,266.0,House
420000.0,Maitland,1.0,1.0,1.0,24.0,Apartment
8850000.0,Constantia,4.0,4.0,4.0,,House
2995000.0,Observatory,5.0,5.0,,229.0,House
3250000.0,Pinelands,4.0,2.0,6.0,833.0,House
1450000.0,Observatory,1.0,1.0,1.0,43.0,Apartment
895000.0,Sea Point,0.5,1.0,,17.0,Apartment
3250000.0,Marina Da Gama,4.0,3.0,,479.0,House
2850000.0,Oranjezicht,2.0,1.0,1.0,74.0,Apartment
1160000.0,Muizenberg,2.0,1.0,4.0,201.0,House
7250000.0,Constantia,4.0,3.0,2.0,339.0,House
2500000.0,Muizenberg,4.0,2.0,2.0,446.0,House
2495000.0,Observatory,4.0,2.0,2.0,285.0,House
9995000.0,Sea Point,3.0,2.0,,138.0,Apartment
995000.0,Rondebosch,,1.0,1.0,27.0,Apartment
4295000.0,Green Point,2.0,2.0,2.0,85.0,Apartment
4200000.0,Bergvliet,4.0,3.0,2.0,844.0,House
2795000.0,Oranjezicht,2.0,2.0,2.0,77.0,Apartment
2195000.0,Green Point,0.5,1.0,,44.0,Apartment
3750000.0,Gardens,2.0,3.0,2.0,150.0,Apartment
4100000.0,Mouille Point,1.0,1.0,1.0,63.0,House
2650000.0,Kenilworth Upper,2.0,1.0,2.0,61.0,Apartment
4995000.0,Sea Point,2.0,2.0,2.0,146.0,Apartment
1495000.0,Rondebosch,1.0,1.0,1.0,70.0,Apartment
2295000.0,Mouille Point,1.0,1.0,,58.0,Apartment
8500000.0,Green Point,5.0,3.0,2.0,369.0,House
1400000.0,Kensington,3.0,2.0,4.0,267.0,House
7750000.0,Green Point,3.0,3.0,2.0,301.0,House
4895000.0,Sea Point,2.0,2.0,,120.0,Apartment
2999999.0,Woodstock,2.0,1.0,1.0,79.0,Apartment
2995000.0,Cape Town City Centre,2.0,2.0,1.0,106.0,Apartment
6400000.0,Pinelands,4.0,4.5,7.0,,House
2250000.0,Green Point,1.0,1.0,1.0,63.0,Apartment
1890000.0,Observatory,3.0,2.0,,117.0,House
1350000.0,Cape Town City Centre,1.0,1.0,1.0,50.0,Apartment
8500000.0,Tamboerskloof,3.0,2.0,2.0,312.0,House
1800000.0,Woodstock,1.0,1.0,1.0,41.0,House
1750000.0,Rosebank,2.0,1.0,2.0,78.0,Apartment
2250000.0,Woodstock,3.0,2.0,,124.0,House
800000.0,Plumstead,,1.0,1.0,45.0,Apartment
2550000.0,Kenwyn,4.0,3.0,3.0,465.0,House
1100000.0,Costa Da Gama,2.0,1.0,1.0,62.0,Apartment
2395000.0,Woodstock,2.0,2.0,1.0,101.0,Apartment
4500000.0,Bo Kaap,3.0,3.0,1.0,170.0,House
7100000.0,Vredehoek,3.0,2.5,5.0,320.0,House
6195000.0,Sea Point,2.0,2.5,2.0,140.0,Apartment
19995000.0,Fresnaye,3.0,3.0,2.0,497.0,Townhouse
1400000.0,Claremont Upper,1.0,1.0,1.0,51.0,Apartment
1530000.0,Lotus River,3.0,2.5,5.0,500.0,House
4500000.0,Newlands,3.0,2.0,2.0,,Apartment
2495000.0,Thornton,5.0,3.0,4.0,654.0,House
5995000.0,Tokai,3.0,3.5,2.0,230.0,House
2195000.0,Kirstenhof,3.0,2.0,4.0,287.0,House
2900000.0,Sea Point,2.0,1.5,1.0,88.0,Apartment
3800000.0,Bo Kaap,4.0,4.0,,81.0,House
2500000.0,Sea Point,1.0,1.0,1.0,56.0,Apartment
2995000.0,Thornton,3.0,3.0,2.0,595.0,House
2995000.0,Observatory,5.0,3.0,4.0,428.0,House
8950000.0,Three Anchor Bay,3.0,3.0,2.0,122.0,Apartment
8700000.0,Sea Point,2.0,2.5,2.0,166.0,Apartment
1790000.0,Vredehoek,1.0,1.0,,46.0,Apartment
3495000.0,Cape Town City Centre,2.0,2.0,2.0,77.0,Apartment
5550000.0,Bantry Bay,1.0,1.0,2.0,115.0,Apartment
2900000.0,Salt River,2.0,1.0,2.0,132.0,Apartment
5795000.0,Tokai,3.0,2.0,3.0,,House
12500000.0,Bishopscourt,3.0,2.5,3.0,,House
5250000.0,Rondebosch,10.0,4.0,,450.0,House
2595000.0,Kenilworth,3.0,2.5,3.0,96.0,House
3250000.0,Green Point,1.0,1.0,1.0,67.0,Apartment
1200000.0,Muizenberg,3.0,2.0,1.0,200.0,House
3100000.0,Sea Point,1.0,1.0,1.0,74.0,Apartment
6250000.0,Sea Point,2.0,2.0,2.0,115.0,Apartment
1550000.0,Rondebosch,1.0,1.0,1.0,62.0,Apartment
14750000.0,Sea Point,4.0,4.0,3.0,202.0,Apartment
2400000.0,Vredehoek,2.0,1.0,1.0,79.0,Apartment
2695000.0,Cape Town City Centre,2.0,2.0,1.0,88.0,Apartment
1150000.0,Rondebosch,1.0,1.0,1.0,41.0,Apartment
3095000.0,De Waterkant,2.0,2.0,2.0,90.0,Apartment
3211300.0,Sea Point,2.0,1.0,,80.0,Apartment
1790000.0,Belgravia,5.0,3.5,8.0,496.0,House
1499000.0,Cape Town City Centre,0.5,1.0,,32.0,Apartment
2100000.0,Claremont Upper,2.0,1.0,,66.0,Apartment
1367600.0,Claremont,1.0,1.0,,38.0,Apartment
2750000.0,Observatory,3.0,3.0,2.0,166.0,Apartment
3500000.0,Zeekoevlei,5.0,3.0,5.0,871.0,House
11500000.0,Camps Bay,7.0,6.5,2.0,690.0,House
