price,location,bedroom,bathroom,garage,floorSize,propertyType
1549000.0,Cape Town City Centre,1.0,1.0,,47.0,Apartment
12500000.0,Bishopscourt,3.0,2.5,5.0,,House
2995000.0,Sea Point,1.0,1.0,2.0,78.0,Apartment
2340000.0,Diep River,2.0,1.0,,87.0,Apartment
2250000.0,Cape Town City Centre,1.0,1.0,2.0,48.0,Apartment
6390000.0,Constantia,4.0,3.0,8.0,,House
5250000.0,Sea Point,1.0,1.0,1.0,98.0,Apartment
4795000.0,Claremont,3.0,3.0,4.0,325.0,Townhouse
2900000.0,Pinelands,3.0,1.0,1.0,654.0,House
3895000.0,De Waterkant,2.0,1.0,,73.0,Apartment
995000.0,Cape Town City Centre,0.5,1.0,,36.0,Apartment
1570000.0,Maitland,6.0,3.0,3.0,350.0,House
8995000.0,Green Point,4.0,4.5,,330.0,House
2950000.0,Claremont,3.0,2.0,3.0,88.0,Apartment
15750000.0,Green Point,3.0,3.5,2.0,526.0,Apartment
2950000.0,Kenilworth Upper,4.0,3.0,2.0,377.0,House
1699000.0,Rosebank,2.0,2.0,1.0,79.0,Apartment
1595000.0,Rondebosch,3.0,2.0,2.0,64.0,Apartment
4500000.0,Sea Point,3.0,2.0,,115.0,Apartment
1745000.0,Woodstock,1.0,1.0,1.0,74.0,Apartment
450000.0,Wynberg,1.0,1.0,1.0,35.0,Apartment
1995000.0,Cape Town City Centre,1.0,1.0,1.0,51.0,Apartment
3050000.0,Pinelands,3.0,1.0,1.0,744.0,House
825000.0,Southfield,2.0,1.0,,52.0,Apartment
4800000.0,Sea Point,2.0,2.0,1.0,67.0,Apartment
4295000.0,Sea Point,3.0,1.0,1.0,99.0,Apartment
795000.0,Belhar,4.0,1.0,,156.0,House
1194999.0,Diep River,2.0,1.0,,64.0,Apartment
11500000.0,Bantry Bay,3.0,3.0,,163.0,House
2895000.0,Sea Point,1.0,1.0,1.0,65.0,Apartment
3945000.0,Observatory,2.0,2.0,1.0,87.0,Apartment
6850000.0,Newlands,3.0,3.5,2.0,249.0,House
3990000.0,Plumstead,3.0,2.0,,150.0,Apartment
7950000.0,Sea Point,2.0,2.0,2.0,128.0,Apartment
2995000.0,Bergvliet,3.0,2.0,7.0,548.0,House
5800000.0,Green Point,2.0,1.0,1.0,86.0,Apartment
538500.0,Belhar,2.0,1.0,,40.0,Apartment
13950000.0,Camps Bay,4.0,3.0,2.0,855.0,House
1995000.0,Cape Town City Centre,1.0,1.0,1.0,61.0,Apartment
4640000.0,Foreshore,2.0,2.0,1.0,73.0,Apartment
34000000.0,Constantia,5.0,6.0,4.0,,House
3495000.0,Foreshore,1.0,1.0,1.0,66.0,Apartment
22750000.0,Constantia,6.0,6.5,2.0,,House
2950000.0,Zeekoevlei,4.0,2.0,3.0,713.0,House
2600000.0,Woodstock,2.0,2.5,,82.0,Apartment
1390000.0,Cape Town City Centre,1.0,1.0,,43.0,Apartment
4895000.0,Meadowridge,4.0,5.0,2.0,694.0,House
2950000.0,Walmer Estate,2.0,1.0,1.0,,House
4395000.0,Gardens,2.0,2.0,1.0,,Apartment
3995000.0,Green Point,2.0,1.0,1.0,87.0,Apartment
2199000.0,Cape Town City Centre,1.0,1.0,1.0,49.0,Apartment
3700000.0,Foreshore,1.0,1.0,1.0,54.0,Apartment
6050000.0,Foreshore,3.0,3.0,1.0,109.0,Apartment
1095000.0,Rosebank,0.5,1.0,1.0,38.0,Apartment
1950000.0,Cape Town City Centre,1.0,1.0,1.0,51.0,Apartment
1380000.0,Muizenberg,1.0,1.0,1.0,61.0,Apartment
2095000.0,Diep River,2.0,1.0,1.0,88.0,Apartment
2290000.0,Sea Point,1.0,1.5,1.0,82.0,Apartment
7000000.0,Kalk Bay,2.0,2.0,4.0,,House
2675000.0,Rondebosch,3.0,2.0,1.0,121.0,Apartment
2450000.0,Bo Kaap,1.0,1.0,1.0,54.0,Apartment
3995000.0,Gardens,3.0,3.0,,154.0,House
8300000.0,Fresnaye,4.0,3.5,2.0,234.0,House
2695000.0,Claremont,2.0,1.0,2.0,257.0,House
1900000.0,Cape Town City Centre,0.5,1.0,1.0,37.0,Apartment
1590000.0,Cape Town City Centre,0.5,1.0,1.0,28.0,Apartment
5975000.0,Rondebosch,4.0,4.0,1.0,992.0,House
5600000.0,Green Point,2.0,1.0,1.0,89.0,Apartment
7995000.0,Foreshore,2.0,2.0,1.0,99.0,Apartment
7500000.0,Sea Point,4.0,2.5,2.0,227.0,Apartment
1880000.0,Zonnebloem,1.0,1.0,1.0,50.0,Apartment
3500000.0,Kenilworth,3.0,2.0,2.0,495.0,House
3450000.0,Plumstead,3.0,2.5,3.0,552.0,House
2395000.0,Kenilworth Upper,2.0,1.0,1.0,57.0,Apartment
2999500.0,Cape Town City Centre,2.0,2.0,1.0,88.0,Apartment
1995000.0,Mowbray,2.0,1.0,2.0,71.0,Apartment
4600000.0,Sea Point,2.0,2.0,,106.0,Apartment
15999000.0,Constantia,8.0,8.0,4.0,,House
2595000.0,Observatory,2.0,1.0,,411.0,House
6750000.0,Tamboerskloof,3.0,3.0,,237.0,House
4590000.0,De Waterkant,1.0,1.0,1.0,64.0,Apartment
1295000.0,Wynberg Upper,2.0,1.0,2.0,87.0,Apartment
3250000.0,Sea Point,1.0,1.5,1.0,132.0,Apartment
2650000.0,Cape Town City Centre,1.0,1.0,1.0,83.0,Apartment
1425000.0,Kenilworth,2.0,1.0,1.0,52.0,Apartment
3000000.0,Marina Da Gama,3.0,2.0,4.0,582.0,House
2450000.0,Plumstead,3.0,2.0,5.0,472.0,House
26000000.0,Higgovale,6.0,6.0,3.0,979.0,House
2100000.0,Mouille Point,0.5,1.0,,33.0,Apartment
10599000.0,De Waterkant,2.0,3.5,,208.0,House
4500000.0,Stonehurst Mountain Estate,3.0,3.5,4.0,300.0,House
1850000.0,Plumstead,3.0,1.0,1.0,446.0,House
7250000.0,Constantia,4.0,3.0,1.0,342.0,House
6995000.0,Tamboerskloof,3.0,3.0,,266.0,House
2239000.0,Kenilworth Upper,2.0,2.0,1.0,66.0,Apartment
1545000.0,Kenilworth,2.0,1.0,2.0,86.0,Apartment
11200000.0,Fresnaye,3.0,2.0,2.0,180.0,Apartment
29995000.0,Camps Bay,4.0,4.0,2.0,930.0,House
1390000.0,Cape Town City Centre,1.0,1.0,1.0,43.0,Apartment
15995000.0,Constantia,5.0,4.5,9.0,,House
6500000.0,Camps Bay,3.0,2.0,1.0,137.0,Townhouse
3100000.0,Green Point,2.0,1.0,,78.0,Apartment
6990000.0,Walmer Estate,6.0,6.0,,322.0,House
2200000.0,Claremont,2.0,2.0,2.0,81.0,Apartment
7900000.0,Camps Bay,2.0,2.0,2.0,737.0,Townhouse
1100000.0,Pinelands,2.0,1.0,,61.0,Apartment
1395000.0,Kenilworth,2.0,1.0,1.0,66.0,Apartment
7500000.0,Sea Point,3.0,2.0,3.0,227.0,Apartment
4950000.0,Green Point,2.0,2.0,2.0,126.0,Apartment
1695000.0,Rondebosch,2.0,1.0,2.0,80.0,Apartment
2990000.0,Green Point,1.0,1.0,1.0,51.0,Apartment
599000.0,Pelican Park,3.0,2.0,1.0,,House
3295000.0,Crawford,3.0,2.0,5.0,495.0,House
13595000.0,Constantia,4.0,4.5,2.0,712.0,House
27000000.0,Llandudno,4.0,4.0,7.0,761.0,House
6999000.0,Constantia,4.0,2.5,3.0,,House
2695000.0,Lakeside,3.0,2.0,3.0,614.0,House
21500000.0,Constantia,3.0,3.0,3.0,260.0,Townhouse
2000000.0,Muizenberg,3.0,2.0,2.0,556.0,House
2980000.0,Foreshore,1.0,1.0,1.0,51.0,Apartment
1099000.0,Kenilworth,2.0,1.0,1.0,,Apartment
4800000.0,Cape Town City Centre,2.0,2.0,2.0,92.0,Apartment
3150000.0,Rondebosch,2.0,2.0,,228.0,Apartment
2200000.0,Vredehoek,2.0,1.5,,73.0,Apartment
3250000.0,Claremont Upper,2.0,1.5,1.0,117.0,Apartment
1820000.0,Woodstock,3.0,1.0,1.0,217.0,House
660000.0,Pelican Park,2.0,1.0,,91.0,House
15500000.0,Fresnaye,3.0,3.0,2.0,270.0,House
2550000.0,Tamboerskloof,2.0,1.0,,76.0,Apartment
949999.0,Pinelands,,1.0,1.0,35.0,Apartment
11950000.0,Sea Point,4.0,3.5,2.0,268.0,Apartment
4350000.0,Kenilworth,3.0,2.5,5.0,620.0,House
1355000.0,Salt River,1.0,1.0,,60.0,Apartment
7600000.0,Sea Point,2.0,2.0,,178.0,Apartment
1250000.0,Rosebank,1.0,1.0,,49.0,Apartment
1099000.0,Costa Da Gama,2.0,1.0,2.0,172.0,House
1400000.0,Salt River,,1.0,1.0,68.0,Apartment
379000.0,Wynberg,0.5,1.0,1.0,30.0,Apartment
2100000.0,Rondebosch East,5.0,3.0,,397.0,House
1132000.0,Woodstock,1.0,1.0,1.0,43.0,Apartment
4750000.0,Sea Point,3.0,3.0,1.0,172.0,House
2600000.0,Rondebosch,2.0,2.0,1.0,88.0,Apartment
23500000.0,Bakoven,3.0,3.0,2.0,210.0,Apartment
1895000.0,Cape Town City Centre,1.0,1.0,1.0,43.0,Apartment
38500000.0,Bantry Bay,3.0,3.0,6.0,746.0,House
1280000.0,Mowbray,2.0,1.0,,77.0,Apartment
3500000.0,Woodstock,2.0,2.0,1.0,138.0,House
39000000.0,Bantry Bay,5.0,4.0,4.0,961.0,House
1150000.0,Pelican Park,3.0,2.0,1.0,240.0,House
10000000.0,Constantia,6.0,5.0,2.0,,House
6500000.0,Newlands,3.0,3.0,4.0,782.0,House
3300000.0,Green Point,2.0,2.0,1.0,98.0,Apartment
1495000.0,Kenilworth Upper,1.0,1.0,1.0,62.0,Apartment
3850000.0,Sea Point,3.0,2.5,1.0,144.0,Apartment
1995000.0,Lakeside,2.0,1.0,1.0,,Townhouse
8000000.0,Muizenberg,4.0,2.0,2.0,599.0,House
1990000.0,Zonnebloem,2.0,1.0,1.0,58.0,Apartment
23000000.0,Bishopscourt,4.0,4.0,3.0,,House
2650000.0,Wynberg Upper,2.0,3.0,1.0,295.0,House
3499999.0,Claremont Upper,3.0,1.5,1.0,132.0,Apartment
1950000.0,Cape Town City Centre,0.5,1.0,1.0,49.0,Apartment
1750000.0,Newfields,3.0,1.0,1.0,659.0,House
3995000.0,Mouille Point,1.0,1.0,1.0,76.0,Apartment
1250000.0,Diep River,2.0,1.0,1.0,70.0,Apartment
15500000.0,Constantia,5.0,4.0,2.0,,House
1900000.0,Rosebank,2.0,1.0,2.0,78.0,Apartment
2195000.0,Sea Point,1.0,1.0,1.0,48.0,Apartment
12250000.0,Constantia,4.0,4.0,2.0,,House
6350000.0,Newlands,4.0,3.0,2.0,430.0,House
8700000.0,Rondebosch,5.0,3.0,4.0,936.0,House
5700000.0,Bantry Bay,2.0,2.0,2.0,109.0,Apartment
2495000.0,Oranjezicht,1.0,1.0,1.0,40.0,Apartment
1190000.0,Muizenberg,1.0,1.0,1.0,53.0,Apartment
11950000.0,Constantia,3.0,3.0,6.0,,House
1500000.0,Newlands,1.0,1.0,1.0,35.0,Apartment
3595000.0,Vredehoek,2.0,1.0,1.0,80.0,Apartment
1599000.0,Ottery,3.0,2.0,4.0,112.0,Townhouse
1295000.0,Woodstock,1.0,1.0,1.0,64.0,Apartment
9500000.0,Kalk Bay,2.0,2.0,2.0,191.0,Apartment
1899000.0,Cape Town City Centre,1.0,1.0,1.0,44.0,Apartment
4950000.0,Vredehoek,3.0,1.5,1.0,357.0,House
2495000.0,Mouille Point,1.0,1.0,,58.0,Apartment
2499000.0,Rondebosch,2.0,1.0,2.0,96.0,Apartment
15800000.0,Constantia,5.0,4.5,2.0,,House
19200000.0,Zwaanswyk,5.0,4.0,5.0,,House
2990000.0,Foreshore,1.0,1.0,1.0,55.0,Apartment
13500000.0,Claremont Upper,5.0,5.0,4.0,546.0,House
695000.0,Pelican Park,2.0,1.0,,59.0,Apartment
7500000.0,Constantia,3.0,1.0,2.0,,House
5000000.0,Sea Point,2.0,1.5,1.0,102.0,Apartment
2345000.0,Kenilworth Upper,3.0,2.0,1.0,112.0,Apartment
5250000.0,Bo Kaap,2.0,2.0,1.0,108.0,Apartment
7200000.0,Newlands,3.0,2.5,2.0,167.0,Apartment
1750000.0,Cape Town City Centre,2.0,2.0,1.0,68.0,Apartment
12500000.0,Sea Point,2.0,2.0,2.0,372.0,Apartment
12500000.0,Camps Bay,4.0,3.0,2.0,595.0,House
1690000.0,Sea Point,0.5,1.0,,51.0,Apartment
5200000.0,Gardens,2.0,2.0,2.0,110.0,Apartment
6490000.0,Bantry Bay,3.0,3.0,1.0,140.0,Apartment
3800000.0,Marina Da Gama,4.0,4.0,6.0,,House
1950000.0,Observatory,2.0,1.0,1.0,62.0,Apartment
2400000.0,Plumstead,2.0,1.0,1.0,67.0,Apartment
1495000.0,Thornton,2.0,1.0,1.0,118.0,Townhouse
7495000.0,Bo Kaap,4.0,4.0,2.0,257.0,House
4295000.0,University Estate,2.0,2.0,2.0,406.0,House
7995000.0,Vredehoek,4.0,2.5,3.0,836.0,House
15200000.0,Sea Point,3.0,3.5,,188.0,Apartment
5995000.0,Sea Point,2.0,2.5,2.0,109.0,Apartment
18990000.0,Sea Point,3.0,3.0,2.0,254.0,Apartment
3250000.0,Sea Point,2.0,1.0,1.0,106.0,Apartment
3000000.0,Claremont Upper,1.0,2.0,1.0,65.0,Apartment
4900000.0,Vredehoek,4.0,2.0,4.0,521.0,House
2990000.0,Kenilworth Upper,3.0,2.0,2.0,168.0,Apartment
3995000.0,Cape Town City Centre,2.0,2.5,2.0,145.0,Apartment
12250000.0,Constantia,7.0,6.0,3.0,,House
1275000.0,Muizenberg,3.0,2.0,1.0,92.0,Apartment
2150000.0,Oranjezicht,1.0,2.0,,77.0,Apartment
5900000.0,Kalk Bay,4.0,3.0,1.0,311.0,House
6990000.0,Green Point,2.0,2.0,2.0,97.0,Apartment
23950000.0,Tamboerskloof,3.0,3.0,2.0,447.0,House
8750000.0,Fresnaye,3.0,2.0,1.0,208.0,Apartment
1850000.0,Claremont,1.0,1.0,,50.0,Apartment
5000000.0,Camps Bay,2.0,1.0,1.0,90.0,Apartment
2950000.0,Crawford,7.0,3.0,5.0,437.0,House
1890000.0,Kenilworth,2.0,2.0,2.0,61.0,Apartment
1595000.0,Pinelands,1.0,1.0,1.0,53.0,Apartment
3995000.0,Sea Point,2.0,1.5,1.0,101.0,Apartment
2650000.0,Rondebosch Village,2.0,2.0,1.0,156.0,Townhouse
1800000.0,Woodstock,1.0,1.0,,45.0,Apartment
1475000.0,Cape Town City Centre,1.0,1.0,,43.0,Apartment
7750000.0,Vredehoek,3.0,3.5,2.0,221.0,House
11250000.0,Camps Bay,4.0,3.0,1.0,302.0,House
18995000.0,Constantia,5.0,5.5,2.0,,House
400000.0,Crossroads,3.0,1.0,1.0,106.0,House
1050000.0,Wynberg Upper,1.0,1.0,1.0,60.0,Apartment
9950000.0,Sea Point,2.0,2.5,2.0,119.0,Apartment
7795000.0,Kenilworth Upper,4.0,2.0,5.0,,House
1795000.0,Rondebosch,1.0,1.0,1.0,49.0,Apartment
23000000.0,Camps Bay,5.0,5.5,2.0,819.0,House
3600000.0,Sea Point,3.0,1.5,1.0,103.0,Apartment
390000.0,Grassy Park,2.0,1.0,,52.0,Apartment
3180000.0,Kenilworth Upper,2.0,2.0,2.0,125.0,Apartment
15995000.0,Bantry Bay,3.0,3.0,2.0,240.0,Apartment
20250000.0,Bantry Bay,5.0,1.0,4.0,,House
18500000.0,Bishopscourt,5.0,4.0,3.0,,House
1995000.0,Zonnebloem,2.0,2.0,1.0,78.0,Apartment
1950000.0,Rondebosch,1.0,1.0,1.0,58.0,Apartment
8900000.0,Green Point,6.0,5.0,,500.0,House
2400000.0,Zonnebloem,2.0,1.5,1.0,60.0,Apartment
7950000.0,Camps Bay,2.0,2.0,2.0,136.0,Apartment
2595000.0,Kenilworth,2.0,1.5,2.0,116.0,Apartment
4500000.0,Newlands,4.0,3.0,3.0,446.0,House
6395000.0,Wynberg Upper,5.0,5.0,2.0,474.0,House
5500000.0,Foreshore,2.0,2.0,2.0,146.0,Apartment
1395000.0,Wynberg Upper,2.0,1.0,1.0,64.0,Apartment
6900000.0,Clifton,1.0,1.0,,79.0,Apartment
4295000.0,De Waterkant,1.0,1.0,,68.0,Apartment
29500000.0,Camps Bay,3.0,3.5,1.0,,House
7400000.0,Newlands,3.0,3.0,3.0,287.0,House
75000000.0,Bantry Bay,4.0,3.5,3.0,518.0,Apartment
1095000.0,Salt River,1.0,1.0,1.0,54.0,Apartment
1985000.0,Sea Point,1.0,1.0,1.0,47.0,Apartment
6385000.0,Green Point,2.0,2.0,2.0,102.0,Apartment
7500000.0,Salt River,7.0,4.0,,408.0,House
1195000.0,Ottery,2.0,2.0,3.0,63.0,Townhouse
1595000.0,Cape Town City Centre,1.0,1.0,,44.0,Apartment
17750000.0,Camps Bay,3.0,3.0,3.0,490.0,House
1950000.0,Claremont Upper,2.0,2.0,1.0,74.0,Apartment
2695000.0,Kenilworth Upper,3.0,2.0,1.0,107.0,Apartment
2450000.0,Observatory,3.0,1.0,2.0,207.0,House
3450000.0,Gardens,3.0,1.5,1.0,109.0,Apartment
2100000.0,Lansdowne,3.0,1.0,3.0,443.0,House
3800000.0,Sea Point,1.0,1.0,1.0,68.0,Apartment
1895000.0,Claremont Upper,1.0,1.0,1.0,58.0,Apartment
5500000.0,Cape Town City Centre,1.0,1.0,2.0,84.0,Apartment
692000.0,Pinelands,1.0,1.0,1.0,28.0,Apartment
2995000.0,Cape Town City Centre,2.0,2.0,2.0,109.0,Apartment
4300000.0,Claremont,3.0,2.0,2.0,459.0,House
10870000.0,Constantia,4.0,4.0,2.0,,House
1485000.0,Muizenberg,3.0,2.0,1.0,208.0,House
3950000.0,Sea Point,2.0,2.0,,68.0,Apartment
3950000.0,Clifton,1.0,1.0,,39.0,Apartment
4250000.0,Vredehoek,3.0,2.5,2.0,187.0,House
1395000.0,Woodstock,1.0,1.0,,53.0,Apartment
3000000.0,Vredehoek,2.0,1.0,,74.0,Apartment
3175000.0,Vredehoek,2.0,2.0,1.0,89.0,Apartment
2845000.0,Gardens,2.0,1.0,,139.0,House
3250000.0,Sea Point,2.0,1.0,1.0,76.0,Apartment
14900000.0,Camps Bay,4.0,3.5,2.0,967.0,House
3795000.0,Cape Town City Centre,2.0,2.0,4.0,87.0,Apartment
12750000.0,Newlands,3.0,2.0,4.0,916.0,House
2495000.0,Rondebosch,2.0,1.5,1.0,110.0,Apartment
1495000.0,Cape Town City Centre,1.0,1.0,1.0,50.0,Apartment
19950000.0,Bakoven,3.0,3.0,2.0,282.0,Apartment
13999000.0,Stonehurst Mountain Estate,4.0,4.0,6.0,,House
19975000.0,Green Point,3.0,3.0,2.0,700.0,House
2250000.0,Sea Point,1.0,1.0,,56.0,Apartment
3150000.0,Gardens,2.0,1.0,1.0,,Apartment
1850000.0,Crawford,3.0,2.5,1.0,250.0,House
3280000.0,Cape Town City Centre,1.0,1.0,1.0,63.0,Apartment
5290000.0,Gardens,3.0,2.0,,244.0,House
13900000.0,Oranjezicht,4.0,4.0,2.0,595.0,House
1945000.0,Rondebosch,1.0,1.0,1.0,68.0,Apartment
3295000.0,Observatory,4.0,2.0,,227.0,House
7900000.0,Bantry Bay,5.0,3.0,2.0,308.0,House
1250000.0,Ferness Estate,2.0,1.0,1.0,62.0,House
6750000.0,Newlands,3.0,2.0,4.0,349.0,House
2150000.0,Green Point,1.0,1.0,1.0,50.0,Apartment
2950000.0,Mouille Point,1.0,1.0,1.0,60.0,Apartment
2195000.0,Rosebank,3.0,1.0,2.0,111.0,Apartment
3950000.0,Oranjezicht,3.0,2.0,1.0,108.0,Apartment
17750000.0,Newlands,4.0,4.0,4.0,776.0,House
1700000.0,Woodstock,6.0,3.0,,101.0,House
1450000.0,Kenilworth,1.0,1.0,1.0,44.0,Apartment
1500000.0,Gardens,1.0,1.0,,48.0,Apartment
2895000.0,Cape Town City Centre,2.0,1.0,,89.0,Apartment
2450000.0,Maitland,3.0,1.0,4.0,,House
13795000.0,Newlands,4.0,4.0,4.0,991.0,House
2150000.0,Cape Town City Centre,1.0,1.0,1.0,,Apartment
2495000.0,Grassy Park,3.0,2.0,4.0,648.0,House
45000000.0,Fresnaye,5.0,5.5,3.0,476.0,House
2950000.0,Three Anchor Bay,2.0,1.0,,86.0,Apartment
4700000.0,Rosebank,5.0,3.0,2.0,545.0,House
2950000.0,Diep River,3.0,2.0,3.0,529.0,House
12250000.0,Cape Town City Centre,3.0,3.0,2.0,349.0,Apartment
8695000.0,Newlands,4.0,3.5,5.0,235.0,House
1600000.0,Rondebosch,1.0,1.0,1.0,81.0,Apartment
2399000.0,Cape Town City Centre,1.0,1.0,1.0,50.0,Apartment
3195000.0,Sea Point,2.0,2.0,1.0,71.0,Apartment
3350000.0,Rondebosch,3.0,2.0,1.0,115.0,Apartment
3595000.0,Frogmore Estate,4.0,2.0,,708.0,House
12995000.0,Constantia,4.0,4.0,4.0,,House
14900000.0,Higgovale,3.0,3.0,2.0,323.0,Apartment
39500000.0,Camps Bay,4.0,3.0,,650.0,House
3600000.0,Rondebosch,3.0,2.0,5.0,496.0,House
3190000.0,Gardens,2.0,1.0,,87.0,Apartment
1695469.0,Gardens,1.0,1.0,1.0,63.0,Apartment
8950000.0,Newlands,4.0,3.5,2.0,314.0,House
2999000.0,Diep River,4.0,3.0,3.0,494.0,House
7995000.0,Sea Point,3.0,2.0,2.0,181.0,Townhouse
15500000.0,De Waterkant,2.0,2.0,1.0,135.0,House
1700000.0,Zonnebloem,2.0,1.0,1.0,59.0,Apartment
10500000.0,Green Point,3.0,3.5,3.0,545.0,House
1238000.0,Newlands,1.0,1.0,1.0,41.0,Apartment
2150000.0,Sea Point,2.0,1.0,,78.0,Apartment
10000000.0,Constantia,5.0,4.0,4.0,,House
2930000.0,Cape Town City Centre,1.0,1.0,1.0,70.0,Apartment
2900000.0,Green Point,1.0,1.0,,72.0,Apartment
6995000.0,Constantia,4.0,3.0,2.0,,House
1585000.0,Muizenberg,3.0,2.0,1.0,262.0,House
2450000.0,Sea Point,0.5,1.0,1.0,48.0,Apartment
3645000.0,Foreshore,1.0,1.0,,54.0,Apartment
3195000.0,Green Point,2.0,1.0,1.0,82.0,Apartment
10995000.0,Waterfront,2.0,2.5,2.0,111.0,Apartment
10950000.0,Newlands,3.0,3.0,2.0,187.0,House
2150000.0,Tokai,2.0,2.0,1.0,72.0,Apartment
2500000.0,Marina Da Gama,3.0,2.0,2.0,603.0,House
1395000.0,Muizenberg,3.0,1.0,1.0,255.0,House
1975000.0,Tokai,2.0,2.0,1.0,72.0,Apartment
6250000.0,St James,3.0,2.0,,185.0,Apartment
3900000.0,Sea Point,3.0,1.5,1.0,133.0,Apartment
1295000.0,Pinelands,1.0,1.0,1.0,36.0,Apartment
2990000.0,Cape Town City Centre,1.0,2.0,1.0,72.0,Apartment
1450000.0,Woodstock,2.0,1.0,1.0,66.0,Apartment
9400000.0,Bo Kaap,4.0,1.0,5.0,535.0,House
6250000.0,Sea Point,3.0,2.0,2.0,140.0,Townhouse
1895000.0,Observatory,3.0,2.5,1.0,102.0,Townhouse
1895000.0,Observatory,3.0,2.5,1.0,103.0,Townhouse
2350000.0,Cape Town City Centre,1.0,1.0,,85.0,Apartment
2450000.0,Cape Town City Centre,2.0,1.0,,73.0,Apartment
2050000.0,Grassy Park,3.0,1.0,7.0,589.0,House
5000000.0,Claremont,4.0,3.5,2.0,,House
5200000.0,De Waterkant,2.0,2.0,2.0,87.0,Apartment
890000.0,Woodstock,2.0,1.0,1.0,120.0,House
4995000.0,Sea Point,2.0,2.0,1.0,94.0,Apartment
1600000.0,Rondebosch,1.0,1.0,1.0,79.0,Apartment
9200000.0,Cape Town City Centre,2.0,2.0,,237.0,Apartment
1850000.0,Cape Town City Centre,1.0,1.0,,51.0,Apartment
2850000.0,Sea Point,2.0,1.0,1.0,80.0,Apartment
6950000.0,Kalk Bay,2.0,2.0,2.0,180.0,House
1794995.0,Sea Point,0.5,1.0,,37.0,Apartment
3010000.0,De Waterkant,1.0,1.0,1.0,43.0,Apartment
4600000.0,Green Point,2.0,1.0,2.0,90.0,Apartment
4600000.0,Sea Point,2.0,2.0,1.0,109.0,Apartment
3995000.0,Fresnaye,2.0,2.0,1.0,125.0,Apartment
2999000.0,Sea Point,1.0,1.0,1.0,60.0,Apartment
6995000.0,Sea Point,3.0,2.0,1.0,170.0,Apartment
8590000.0,Sea Point,3.0,3.0,2.0,178.0,Apartment
7900000.0,Lakeside,3.0,2.5,2.0,413.0,House
1650000.0,Cape Town City Centre,,1.0,1.0,42.0,Apartment
380000.0,Crossroads,3.0,1.5,,164.0,House
2995000.0,Claremont Upper,2.0,1.0,1.0,82.0,Apartment
19500000.0,Vredehoek,12.0,12.0,10.0,510.0,Apartment
2790000.0,Green Point,1.0,1.0,2.0,48.0,Apartment
19800000.0,Llandudno,4.0,4.0,3.0,991.0,House
2675000.0,Rondebosch,3.0,2.0,1.0,123.0,Apartment
6200000.0,Rondebosch,4.0,3.0,3.0,815.0,House
1595000.0,Rondebosch,1.0,1.0,1.0,50.0,Apartment
8950000.0,Tamboerskloof,3.0,2.0,2.0,419.0,House
8495000.0,Claremont,4.0,4.0,2.0,230.0,Apartment
7950000.0,Sea Point,3.0,2.0,1.0,161.0,Apartment
1550000.0,Observatory,1.0,1.0,,49.0,Apartment
6899000.0,Sea Point,2.0,2.0,2.0,151.0,Apartment
1795000.0,Rondebosch,1.0,1.0,,45.0,Apartment
1750000.0,Observatory,2.0,1.0,1.0,62.0,Apartment
1750000.0,Claremont,2.0,1.0,2.0,82.0,Apartment
1995000.0,Mouille Point,0.5,1.0,,33.0,Apartment
1300000.0,Cape Town City Centre,2.0,1.0,1.0,55.0,Apartment
10995000.0,Higgovale,3.0,3.5,2.0,255.0,House
7995000.0,Sea Point,4.0,3.0,1.0,170.0,House
3295000.0,Sea Point,2.0,1.0,1.0,85.0,Apartment
2950000.0,Sea Point,2.0,2.0,1.0,91.0,Apartment
1499990.0,Kenilworth Upper,1.0,1.0,1.0,44.0,Apartment
3850000.0,Bergvliet,3.0,2.0,2.0,484.0,House
5550000.0,Constantia,5.0,4.0,3.0,,House
5300000.0,Mouille Point,2.0,2.0,2.0,87.0,Apartment
1850000.0,Rondebosch,1.0,1.0,1.0,58.0,Apartment
8590000.0,Sea Point,3.0,2.5,,170.0,Apartment
2500000.0,Vredehoek,2.0,2.0,,90.0,Apartment
1975000.0,Tokai,2.0,2.0,1.0,79.0,Apartment
9500000.0,Bantry Bay,3.0,3.0,4.0,653.0,House
1950000.0,Wynberg,3.0,1.5,3.0,335.0,House
1975000.0,Claremont,2.0,1.0,2.0,76.0,Apartment
7250000.0,Constantia,2.0,2.0,2.0,498.0,Townhouse
3250000.0,Cape Town City Centre,2.0,2.0,2.0,90.0,Apartment
4700000.0,Cape Town City Centre,2.0,2.0,2.0,106.0,Apartment
4725000.0,De Waterkant,2.0,2.0,1.0,63.0,Apartment
2295000.0,Kenilworth,2.0,2.0,1.0,112.0,Townhouse
8500000.0,Gardens,4.0,4.0,1.0,402.0,House
1250000.0,Observatory,0.5,1.0,,31.0,Apartment
5990000.0,Green Point,2.0,2.5,2.0,96.0,Apartment
3400000.0,Rondebosch,3.0,2.0,4.0,556.0,House
2625000.0,Bantry Bay,2.0,2.0,,78.0,Apartment
1625000.0,Bantry Bay,1.0,1.0,,52.0,Apartment
9950000.0,Constantia,4.0,3.0,8.0,,House
2450000.0,Athlone,6.0,2.0,5.0,272.0,House
6950000.0,De Waterkant,1.0,1.5,1.0,143.0,House
4800000.0,Sea Point,3.0,2.0,,152.0,Apartment
13900000.0,Camps Bay,4.0,3.0,2.0,914.0,House
